,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
207,Nine Inch Nails,Hurt,0.49,0.158,9,-18.148,1,0.04,0.773,0.0227,0.121,0.0826,79.833,375933
208,John Mellencamp,Hurts So Good,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,218960
209,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",0.654,0.753,11,-7.556,0,0.395,0.303,8.08e-05,0.13,0.371,110.722,723573
210,Helen Reddy,I Am Woman,0.392,0.681,0,-8.723,1,0.0367,0.408,2.31e-05,0.375,0.711,171.162,205880
211,R. Kelly,I Believe I Can Fly,0.55,0.444,7,-7.588,1,0.0292,0.241,0.0,0.187,0.0438,120.179,320667
212,H.E.R.,I Can't Breathe,0.703,0.705,1,-6.676,0,0.34,0.135,1.97e-06,0.0611,0.601,138.227,287322
213,Ray Charles,I Can't Stop Loving You,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,256120
214,Ozzy Osbourne,I Don't Want to Change the World,0.441,0.81,1,-6.987,1,0.0373,5.5e-06,2.52e-06,0.153,0.62,122.13,245733
215,Lee Ann Womack,I Hope You Dance,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,294533
216,Petula Clark,I Know a Place,0.45,0.805,11,-8.229,1,0.0684,0.792,2.98e-06,0.417,0.494,138.006,163373
217,Tony Bennett,(I Left My Heart) In San Francisco,0.313,0.078,0,-17.583,1,0.0332,0.955,4.48e-06,0.169,0.125,128.065,170960
218,John Prine,I Remember Everything,0.557,0.189,10,-10.394,1,0.0464,0.808,3.25e-06,0.246,0.408,124.079,163413
219,Madonna,I Rise,0.593,0.724,9,-6.267,0,0.0849,0.0241,1.44e-06,0.191,0.323,154.941,224038
220,Vince Gill,I Still Believe In You,0.579,0.285,8,-11.489,1,0.026,0.773,1.4e-05,0.113,0.232,135.45,239520
221,U2,I Still Haven't Found What I'm Looking For,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477
222,All-4-One,I Swear,0.532,0.407,6,-9.658,0,0.0233,0.235,0.0,0.117,0.23,83.207,259853
223,Carrie Underwood,I Told You So,0.423,0.522,8,-3.849,1,0.029,0.643,0.0,0.122,0.236,147.745,257893
224,Macy Gray,I Try,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440
225,Whitney Houston,I Will Always Love You,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093
226,Stevie Wonder,I Wish,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,252373
227,Barry Manilow,I Write The Songs,0.397,0.381,3,-8.553,1,0.0294,0.835,0.0,0.0829,0.423,148.649,239187
228,The White Stripes,Icky Thump,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533
229,Jason Isbell and the 400 Unit,If We Were Vampires,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564
230,Chicago,If You Leave Me Now,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373
231,Coldplay,In My Place,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,226680
232,Beastie Boys,Intergalactic - Remastered,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493
233,Black Sabbath,Iron Man - 2012 - Remaster,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,355304
234,Carole King,It's Too Late,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,233173
235,The Isley Brothers,It's Your Thing,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,169293
236,Aerosmith,Janie's Got A Gun,0.633,0.823,5,-5.792,1,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533
237,Lizzo,Jerome,0.674,0.542,8,-6.983,1,0.253,0.0476,0.0,0.0682,0.534,150.979,231571
238,Various Artists,Jessica,0.657,0.821,2,-7.827,1,0.0327,0.357,0.881,0.245,0.72,108.215,411573
239,Kanye West,Jesus Walks,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,193733
240,Carrie Underwood,"Jesus, Take the Wheel",0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493
241,Lady Gaga,Joanne,0.549,0.414,7,-8.453,1,0.0273,0.146,0.0,0.0998,0.404,149.746,196907
242,The Pointer Sisters,Jump (For My Love),0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,267227
243,Billy Joel,Just the Way You Are,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,290573
244,Bruno Mars,Just the Way You Are,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733
245,Smokey Robinson,Just To See Her,0.821,0.379,4,-15.489,0,0.0334,0.153,0.0,0.0839,0.914,109.123,244027
246,Roberta Flack,Killing Me Softly With His Song,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,286920
247,Roger Miller,King Of The Road,0.67,0.272,11,-13.699,1,0.0704,0.717,0.0,0.178,0.613,117.996,147307
248,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670
249,Charley Pride,Kiss an Angel Good Mornin',0.665,0.512,4,-10.704,1,0.03,0.581,0.0,0.371,0.87,130.578,123467
250,Seal,Kiss from a Rose,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,288427
251,Shakira,La Tortura (feat. Alejandro Sanz),0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893
252,Maxwell,Lake By the Ocean,0.601,0.66,4,-4.776,0,0.0897,0.462,0.0,0.351,0.36,76.029,238987
253,Genesis,Land of Confusion - 2007 Remaster,0.613,0.928,1,-7.607,1,0.0396,0.016,0.000443,0.334,0.67,115.169,285667
254,Carrie Underwood,Last Name,0.395,0.869,3,-3.154,1,0.109,0.194,0.0,0.0874,0.688,159.833,241053
255,Jack White,Lazaretto,0.381,0.838,6,-6.562,0,0.0709,0.0046,3.77e-05,0.101,0.581,118.214,219400
256,Various Artists,"Let It Go - From ""Frozen""/Soundtrack Version",0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,223840
257,Eve,Let Me Blow Ya Mind,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133
258,Conspirare,Let the River Run,0.41,0.46,2,-19.084,1,0.0574,0.933,0.47,0.182,0.307,101.797,140787
259,Off The Record Karaoke,Let's Get It Started (In the Style of Black Eyed Peas) [Karaoke Version],0.85,0.477,2,-10.82,1,0.0452,0.000612,0.0116,0.102,0.764,105.008,246560
260,Paul McCartney,Live And Let Die - Main Title,0.419,0.36,7,-15.375,1,0.058,0.234,0.000432,0.207,0.232,153.974,190933
261,Tim McGraw,Live Like You Were Dying,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,300333
262,Aerosmith,Livin' On The Edge,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,380893
263,Stevie Wonder,Living For The City,0.708,0.538,11,-10.28,1,0.0686,0.256,0.0,0.193,0.651,98.233,219307
264,Various Artists,"Living in America - From ""Rocky IV"" Soundtrack",0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,282840
265,Anderson .Paak,Lockdown,0.928,0.437,1,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056,212613
266,The Black Keys,Lonely Boy,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653
267,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467
268,R.E.M.,Losing My Religion,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427
269,The Judds,Love Can Build A Bridge,0.568,0.0985,11,-15.643,1,0.0322,0.772,1.18e-06,0.0917,0.194,132.77,321373
270,Beyoncé,Love On Top,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,267413
271,Captain & Tennille,Love Will Keep Us Together,0.621,0.788,4,-4.326,1,0.0314,0.354,0.0,0.305,0.926,129.62,205493
272,Taylor Dayne,Love Will Lead You Back,0.547,0.513,1,-7.006,1,0.0267,0.201,0.0,0.0866,0.2,73.214,277600
273,Boz Scaggs,Lowdown,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640
274,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360
275,Eagles,Lyin' Eyes - 2013 Remaster,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,381999
276,Bobby Darin,Mack the Knife,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333
277,Maroon 5,Makes Me Wonder,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080
278,LL Cool J,Mama Said Knock You Out,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,289693
279,Shania Twain,Man! I Feel Like A Woman!,0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,234493
280,Santana,Maria Maria (feat. The Product G&B),0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973
281,Pink Floyd,Marooned,0.396,0.341,7,-14.836,1,0.0303,0.384,0.568,0.12,0.148,74.203,330385
282,St. Vincent,Masseduction,0.696,0.598,2,-7.917,1,0.0922,0.00232,0.00115,0.119,0.438,114.989,197427
283,Taylor Swift,Mean,0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974,237733
284,Will Smith,"Men In Black - From ""Men In Black"" Soundtrack",0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,227267
285,Kacey Musgraves,Merry Go 'Round,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,206893
286,Lecrae,Messengers,0.575,0.762,7,-5.93,1,0.0821,0.0399,3.85e-06,0.219,0.493,90.011,216876
287,Various Artists,"Crockett's Theme - From ""Miami Vice II"" Soundtrack",0.419,0.54,7,-11.741,0,0.0341,0.0149,0.684,0.117,0.474,191.414,211103
288,The Beatles,Michelle - Remastered 2009,0.578,0.29,5,-12.501,0,0.0341,0.652,0.0,0.105,0.666,117.403,162373
289,Eurythmics,Missionary Man,0.593,0.85,10,-4.271,0,0.0582,0.0392,5.41e-06,0.248,0.567,124.894,267947
290,Dire Straits,Money for Nothing,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400
291,Henry Mancini,Moon River(Vocal Audrey Hepburn),0.39,0.0235,5,-19.695,1,0.0345,0.937,0.00128,0.099,0.155,133.403,125585
292,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027
293,Outkast,Ms. Jackson,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507
294,Maren Morris,My Church,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931
295,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000
296,The Tribute Co.,My Humps (Dance Remix),0.89,0.646,6,-6.788,1,0.054,0.0336,0.000134,0.0265,0.856,129.976,231855
297,Marty Robbins,"My Woman, My Woman, My Wife",0.429,0.317,0,-11.322,1,0.0292,0.927,3.5e-06,0.116,0.302,102.109,211107
298,Lady A,Need You Now,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573
299,Domenico Modugno,Nel blu dipinto di blu,0.518,0.06,10,-14.887,1,0.0441,0.987,7.87e-06,0.161,0.336,127.87,216373
300,Tori Kelly,Never Alone,0.561,0.541,1,-8.631,1,0.136,0.246,2.64e-06,0.173,0.551,90.941,214009
301,Aretha Franklin,Never Gonna Break My Faith (feat. The Boys Choir of Harlem),0.512,0.66,7,-4.214,1,0.103,0.559,0.0,0.123,0.314,120.488,250107
302,Bonnie Raitt,Nick Of Time,0.886,0.312,9,-16.094,0,0.0579,0.37,0.00208,0.103,0.783,117.692,232867
303,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213
304,Blackstreet,No Diggity,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600
305,Annie Lennox,"No More ""I Love You's""",0.372,0.57,3,-7.305,1,0.0305,0.517,2.57e-06,0.141,0.234,179.907,291333
306,Alicia Keys,No One,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813
307,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,304607
308,Billie Eilish,No Time To Die,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265
309,The Chicks,Not Ready to Make Nice,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56e-05,0.0963,0.288,83.917,237297
310,The Edwin Hawkins Singers,Oh Happy Day,0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,308600
311,Lil Nas X,Old Town Road - Remix,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067
312,Willie Nelson,On the Road Again - Live,0.714,0.724,4,-8.488,1,0.042,0.55,0.101,0.826,0.802,111.173,153107
313,Metallica,One (Remastered),0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146
314,The Wallflowers,One Headlight,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627
315,Various Artists,One Of The Living - Extended Version,0.711,0.909,5,-6.742,0,0.0341,0.052,0.00369,0.0717,0.898,111.128,358373
316,Paula Abdul,Opposites Attract,0.783,0.842,1,-8.838,1,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,265373
317,John Legend,Ordinary People,0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,281467
318,SpaceGangZo,We Outa Here,0.552,0.625,6,-6.493,0,0.278,0.0503,0.0,0.068,0.608,105.954,77543
319,Mandisa,Overcomer,0.697,0.944,7,-2.796,0,0.0327,0.00173,0.000162,0.32,0.846,119.994,223627
320,James Brown,Papa's Got A Brand New Bag,0.738,0.541,4,-9.508,1,0.09,0.292,1.15e-05,0.0861,0.925,127.942,128173
321,DJ Jazzy Jeff & The Fresh Prince,Parents Just Don't Understand - Edit,0.819,0.624,11,-14.076,1,0.212,0.039,0.0,0.101,0.802,88.154,313160
322,Lucinda Williams,Passionate Kisses,0.646,0.658,4,-6.429,1,0.0269,0.0537,0.0,0.0919,0.557,138.774,158280
323,Clarence Carter,Patches,0.639,0.544,4,-12.843,1,0.141,0.617,0.0,0.479,0.793,80.844,193827
324,Barbra Streisand,People (with Stevie Wonder),0.481,0.436,7,-8.299,1,0.0281,0.768,3.26e-05,0.0975,0.27,95.105,254853
325,Aerosmith,Pink,0.432,0.751,0,-5.124,1,0.0423,0.0134,4.58e-06,0.126,0.776,171.85,235360
326,Stone Temple Pilots,Plush - 2017 Remaster,0.426,0.94,7,-5.279,0,0.0423,0.00671,1.72e-06,0.14,0.466,144.49,313947
327,Little Big Town,Pontoon,0.721,0.819,9,-5.715,1,0.0269,0.413,0.0,0.196,0.867,96.02,212320
328,Justin Timberlake,Pusher Love Girl,0.485,0.441,1,-8.248,0,0.0775,0.466,0.000936,0.485,0.511,140.009,482360
329,Randy Newman,Putin,0.491,0.612,2,-6.62,0,0.0697,0.5,1.05e-05,0.186,0.543,88.671,224160
330,The Brothers Johnson,"""Q""",0.544,0.173,6,-16.484,0,0.0406,0.657,0.319,0.0505,0.444,102.037,205640
331,Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278
332,Bruce Springsteen,Radio Nowhere,0.395,0.955,9,-3.799,1,0.0488,0.00962,0.0,0.36,0.658,140.219,199067
333,Imagine Dragons,Radioactive,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813
334,Lady Gaga,Rain On Me (with Ariana Grande),0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200
335,Clean Bandit,Rather Be (feat. Jess Glynne),0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833
336,Madonna,Ray of Light,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,320693
337,Childish Gambino,Redbone,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933
338,Gretchen Wilson,Redneck Woman,0.499,0.825,6,-5.146,1,0.177,0.13,0.0,0.306,0.753,185.069,221333
339,Amy Winehouse,Rehab,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947
340,Willie Nelson,Ride Me Back Home,0.455,0.298,0,-10.525,1,0.0306,0.784,5.77e-05,0.119,0.42,141.481,216227
341,Herb Alpert,Rise,0.814,0.453,10,-10.802,1,0.0412,0.134,0.834,0.0879,0.903,99.265,457400
342,Herbie Hancock,Rockit,0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,325133
343,Adele,Rolling in the Deep,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093
344,SAINt JHN,Roses - Imanbek Remix,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867
345,Lorde,Royals,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185
346,Foo Fighters,Run,0.365,0.892,4,-8.036,0,0.0786,3.31e-05,0.0948,0.751,0.176,136.133,323373
347,Around7,Runaway,0.766,0.424,6,-8.427,1,0.0522,0.592,0.426,0.102,0.483,172.148,135173
348,Various Artists,Safe & Sound - from The Hunger Games Soundtrack,0.471,0.3,7,-10.807,1,0.028,0.883,1.05e-05,0.0698,0.289,144.319,240067
349,Christopher Cross,Sailing,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,256147
350,Megan Thee Stallion,Savage,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,155497
351,Whitney Houston,Saving All My Love for You,0.636,0.264,6,-14.567,0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,238467
352,Destiny's Child,Say My Name,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,271333
353,A Great Big World,Say Something,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400
354,Red Hot Chili Peppers,Scar Tissue,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
355,Skrillex,Scary Monsters and Nice Sprites,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,243354
356,Adele,Set Fire to the Rain,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974
357,Kings of Leon,Sex on Fire,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347
358,Marvin Gaye,Sexual Healing,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,238600
359,Lady Gaga,Shallow,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733
360,Fiona Apple,Shameika,0.375,0.776,8,-6.767,1,0.274,0.154,8.16e-05,0.0925,0.647,186.814,248603
361,Ed Sheeran,Shape of You,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713
362,Aretha Franklin,Share Your Love with Me,0.435,0.311,5,-12.342,1,0.0331,0.528,5.59e-05,0.116,0.721,121.414,201907
363,Robert Palmer,Simply Irresistible,0.69,0.841,9,-13.357,1,0.0384,0.163,2.78e-06,0.0441,0.716,142.782,255093
364,Kelly Clarkson,Since U Been Gone,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960
365,Beyoncé,Single Ladies (Put a Ring on It),0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213
366,Velvet Revolver,Slither,0.478,0.974,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307
367,Santana,Smooth (feat. Rob Thomas),0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987
368,Dave Matthews Band,So Much to Say,0.715,0.78,2,-6.688,1,0.0327,0.0109,0.0017,0.119,0.838,115.897,246600
369,Sade,Soldier of Love,0.775,0.572,0,-8.427,0,0.0633,0.0117,0.0293,0.0847,0.64,90.023,356653
370,Gotye,Somebody That I Used To Know,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973
371,Adele,Someone Like You,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240
372,Carrie Underwood,Something in the Water,0.451,0.893,7,-2.721,1,0.0627,0.0243,0.0,0.0813,0.0971,139.763,238173
373,Bonnie Raitt,Something To Talk About,0.795,0.64,1,-13.478,1,0.0294,0.0631,2.13e-06,0.0692,0.954,102.633,227573
374,U2,Sometimes You Can't Make It On Your Own,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,305080
375,Sam & Dave,Soul Man,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,159000
376,Kacey Musgraves,Space Cowboy,0.447,0.429,1,-7.36,1,0.028,0.718,0.0163,0.105,0.074,116.521,216280
377,Dan + Shay,Speechless,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387
378,Pearl Jam,Spin the Black Circle - Remastered,0.236,0.99,2,-4.719,0,0.095,0.00063,0.0586,0.407,0.141,217.913,167613
379,"Blood, Sweat & Tears",Spinning Wheel,0.695,0.503,7,-9.313,1,0.0605,0.315,2.47e-05,0.261,0.542,96.818,247267
380,Soundgarden,Spoonman,0.457,0.902,7,-5.624,1,0.0313,2.17e-05,0.196,0.258,0.834,92.711,246920
381,Tammy Wynette,Stand By Your Man,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,159760
382,Sugarland,Stay,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,284427
383,Brittany Howard,Stay High - Childish Gambino Version,0.839,0.655,9,-5.793,1,0.049,0.161,0.00026,0.153,0.754,123.004,218400
384,Bee Gees,Stayin Alive,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373
385,Peter Gabriel,Steam,0.7,0.889,6,-5.027,1,0.0764,0.127,0.000374,0.261,0.681,108.515,363093
386,Sheryl Crow,Steve McQueen,0.555,0.893,0,-3.521,1,0.0952,0.0505,0.0,0.0688,0.762,169.966,205733
387,Paul Simon,Still Crazy After All These Years,0.267,0.252,7,-11.687,1,0.0351,0.8,4.43e-05,0.089,0.13,37.114,206533
388,Frank Sinatra,Strangers In The Night,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,157867
389,Bruce Springsteen,Streets of Philadelphia - Single Edit,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,195080
390,Twenty One Pilots,Stressed Out,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333
391,Kanye West,Stronger,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867
392,U2,Stuck In A Moment You Can't Get Out Of,0.524,0.644,4,-4.986,1,0.0238,0.391,0.000246,0.168,0.324,158.52,271800
393,Keith Urban,Stupid Boy,0.5,0.609,3,-7.215,1,0.0326,0.0822,0.000255,0.341,0.562,145.884,376387
394,Mastodon,Sultan's Curse,0.341,0.954,7,-4.745,0,0.082,1.24e-05,0.0234,0.0308,0.23,161.858,249533
395,DJ Jazzy Jeff & The Fresh Prince,Summertime,0.677,0.539,7,-14.439,1,0.063,0.0455,1.84e-06,0.845,0.469,95.116,270973
396,Shawn Colvin,Sunny Came Home,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200
397,Guns N' Roses,Sweet Child O' Mine,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067
398,Coldplay,Talk,0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,311292
399,Eric Clapton,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,280000
400,The Champs,Tequila,0.671,0.742,5,-9.912,1,0.0441,0.121,0.679,0.0601,0.897,89.748,135240
401,Dan + Shay,Tequila,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747
402,Bone Thugs-N-Harmony,Tha Crossroads,0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,223547
403,Dionne Warwick,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",0.673,0.286,8,-14.643,1,0.0313,0.294,0.0,0.086,0.199,120.117,256467
404,Bruno Mars,That's What I Like,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693
405,Traditional,Battle Hymn Of The Republic,0.186,0.275,10,-16.88,1,0.0337,0.932,0.0477,0.175,0.0984,96.278,195419
406,Various Artists,The Boy Is Mine - Radio Edit,0.693,0.665,1,-7.235,0,0.0421,0.246,0.0001,0.0815,0.683,93.044,240053
407,Santana,The Calling (feat. Eric Clapton),0.738,0.664,11,-8.425,0,0.0468,0.326,0.273,0.0936,0.46,97.029,469013
408,Alvin & The Chipmunks,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,0.613,0.375,3,-11.517,1,0.0344,0.711,1.71e-06,0.237,0.774,152.253,141413
409,The Charlie Daniels Band,The Devil Went Down to Georgia,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127,214867
410,The Smashing Pumpkins,The Beginning Is The End Is The Beginning - Batman & Robin Soundtrack Version,0.589,0.51,0,-9.691,1,0.0386,0.0835,0.392,0.117,0.217,119.903,300320
411,Kenny Rogers,The Gambler,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,214880
412,Various Artists,The Girl From Ipanema - Matchbox Youth & Pueblo Vista Remix,0.808,0.401,6,-11.439,0,0.137,0.431,0.896,0.0871,0.798,122.097,109973
